주소,간이약도,관리자,Tel,위도lon,경도lat 
서울특별시 광진구 능동로 18 .,B동 1층 현관,심홍자,02-461-3269,37.5326858116,127.067878844
충청남도 서산시 음암면 서령로 325-23 (한성스위트빌),관리동 2층,정영석,041-669-9166,36.8074081641,126.4752298515
"경상남도 창원시 진해구 석동로 66, 진해국민체육관 (석동)",1층 안내실 앞,장다은,712-0474,35.1552074895,128.7065752138
경기도 화성시 봉담읍 동화새터길 130,1층 본관 중앙현관 기둥 옆,이예나,031-278-5967,37.2153182356,126.9613609967
서울특별시 동대문구 사가정로 66 (전농동 298),1층 중앙현관 행정실 앞,보건교사(박명규),010-3901-2807,37.5747297743,127.0543326859
경기도 군포시 용호2로 11 관리사무소 입구,관리사무소 입구,계인수,031-398-5037,37.3429907779,126.9410000631
충청남도 당진시 송악읍 중흥2길 13,중흥리보건진료소,정유진,010-7645-6906,36.9380405508,126.745237991
충청북도 청주시 청원구 오창대로 980 (내수읍),국제선 1층도착장,김정수,043-210-6340,36.7219764914,127.4958556884
전라남도 나주시 다도면 다도로 287-22,여성생활관 2층,김현덕,061-337-3425,34.9854656083,126.8276577301
전라남도 영암군 영암읍 낭주로 133,영암읍사무소사무실,주민생활팀장,470-6049,34.7994829537,126.7014373755
울산광역시 남구 봉월로38번길 32,종하체육관,김원종,052-273-0286,35.5363566839,129.3094159475
울산광역시 남구 대공원로 84,가족문화센터 A동 1층로비 동편,이미리,052-269-6372,35.5318800110,129.2907961014
울산광역시 남구 대공원로 84,가족문화센터 B동 1층로비 안내대,이미리,052-269-6372,35.5317034491,129.2901296856
서울특별시 강동구 성내로 45,강동구치매지원센터 1층 현관입구,김도경,024891130,37.5295355048,127.1255789333
"경기도 성남시 분당구 황새울로 74, 신기초등학교 (정자동)",2층 출입문 우측 5미터,하미옥,031-713-3691,37.3665819153,127.1110602505
경기도 가평군 상면 청군로 700-22,교사동(A) 중앙현관,이현경,010-8781-1441,37.776088868,127.3711415571
서울특별시 광진구 아차산로 503-23 .,103동 복도라인 1층 중앙홀,전상연,02-3436-5900,37.5431614673,127.0956067292
인천광역시 남동구 만수로50번길 22-36,만수여자중학교 (신관 3층 중앙현관 도서관 앞),보건교사,0326298751,37.4592818821,126.7326076834
부산광역시 서구 구덕로 179,임상시험센터 3층,여지선,240-7088,35.1010541826,129.0192220798
부산광역시 서구 구덕로 179 부산대학교병원,R동 1층,여지선,240-7088,35.1010541826,129.0192220798
서울특별시 송파구 법원로 101 서울동부지방법원,민사신청과,송대수,02-2204-2453,37.4834930115,127.1197536236
강원도 강릉시 강변로114번길 16,내곡한라아파트관리사무소내,김기영,033-643-7530,37.7437685393,128.8820892783
강원도 강릉시 죽헌길 7,강릉원주대학교 생명과학대 2호관 1층복도,윤해민,033-640-2376,37.7657410214,128.8699275843
제주특별자치도 제주시 서광로2길 24,주경기장,강수철,064-728-3299,33.4965522920,126.5135303853
제주특별자치도 제주시 서광로2길 24,애향운동장,김영사,064-728-3299,33.4954486515,126.5171952760
전라남도 화순군 한천면 평리2길 4 마을회관,평리 마을회관,한천보건지소 담당자,379-5232,34.9879001153,127.0766514369
인천광역시 남동구 인수로 13 만수중학교,본관 1층 좌측 복도끝,교사,0324671833,37.4548009962,126.7374783498
경기도 의왕시 덕영대로 115 의왕고등학교,1층 중앙 현관,한은희,031-462-9771,37.3225267755,126.9585081627
경상남도 고성군 고성읍 남포로79번길 133,고성군노인복지회관,최순진,055-674-2993,34.9696474530,128.3134156133
대구광역시 북구 매천로 179 대구매천초등학교 (매천동),본관 1층 행정실 앞 복도 맞은편 창가쪽,소현정,010-8662-9105,35.9133253279,128.5410376667
"경기도 용인시 기흥구 기흥로116번길 60 (신갈동, 녹원마을새천년그린빌5단지아파트)",501동 지하1층 3.4라인,박병기,031-305-5562,37.2870649394,127.1175797999
"경기도 평택시 원평로25번길 63 (군문동, 평택군문1단지 주공아파트)",아파트관리동 1층 로비,이성주,010-4140-4687,36.9861114264,127.0822708690
"광주광역시 광산구 풍영로329번길 50 (장덕동, 신완마을 휴먼시아)",703동 B1 현관출입구,관리과장,062-954-0577,35.2019536497,126.8114280136
"인천광역시 남동구 은봉로166번길 27 (논현동, 논현휴먼시아범마을2단지아파트)",경비실 4초소,최석문,032-428-7266,37.4045451303,126.7100995649
"경기도 부천시 양지로 134 (옥길동, 부천옥길엘에이치1단지)",정문 경비실,권귀만,010-8638-4334,37.4707994282,126.8180147280
전라북도 남원시 광치산업2길 12 용정동 (용정동),1층 사무실입구,곽찬수,010-7444-4302,35.4358850730,127.3802662099
"인천광역시 계양구 계양산로102번길 5, 사회복지회관 (계산동)",1층 중앙홀,이재우,032-719-4480,37.5474438632,126.7270960526
경기도 시흥시 마유로 415 역전프라자 한국마사회 시흥지사 (정왕동),한국마사회 시흥지사 3층 투표소 옆,전성준,031-500-5614,37.3519439793,126.7405818652
경상남도 양산시 물금읍 새실로 11  (양산 대방노블랜드 7차 메가시티),아파트 커뮤니센터 수영장,정원태,0553679751,35.3164242588,128.9942975090
"울산광역시 북구 신천로 26  (신천동, 신천 효성해링턴 플레이스)",정문경비실,이상문,01025518205,37.3370283495,126.7947082936
경상북도 경주시 내남면 포석로 550,경주교도소 부속의원,조윤철,054-740-3173,35.7894433951,129.2074090969
충청북도 청주시 상당구 가덕면 한계1길 188,한계2리 마을회관,유기준,010-8931-2928,37.5674116432,127.0056822111
충청북도 증평군 증평읍 송산로 105 (송산 대광로제비앙),관리동 1층,오창근,01085684128,36.7925126335,127.5807762992
"광주광역시 광산구 선운로 65 (선암동, 선운리버프라임)",후문경비실,박정호,010-6353-4755,35.1506511251,126.7768979140
"경기도 용인시 기흥구 기흥로116번길 60 (신갈동, 녹원마을새천년그린빌5단지아파트)",515동 1층,박병기,031-305-5562,37.2877286969,127.1205726498
"대전광역시 유성구 죽동로 322, 문화센터 1층 (죽동)",1층,정신,042-601-6715,36.3694279857,127.3356576262
경기도 고양시 일산서구 경의로 849 고양현충공원 현충전시관 (덕이동),전시관 1층 로비,박장선,031-924-2011,37.6932747653,126.7589204804
"대전광역시 유성구 대덕대로512번길 30, 대전마케팅공사 1층 (도룡동)",괸리동 1층 로비,정강원,042-250-1371,36.3787597589,127.3815458168
"인천광역시 남동구 은봉로166번길 27 (논현동, 논현휴먼시아범마을2단지아파트)",경비실 2초소,최석문,032-428-7266,37.4045358098,126.7077774395
부산광역시 해운대구 해운대로 435,해운대자이아파트 108동 지상1층 생활지원센터 내부 출입문 좌측,김영임,051-731-3061,35.1649474231,129.1429669566
전라남도 화순군 도곡면 효산모산길 50 효산1구마을회관,효산1구마을회관,도곡보건지소 담당자,379-5237,34.9888365237,126.9163247350
전라남도 화순군 도곡면 구사길 38 마을회관,미곡2구 마을회관,도곡보건지소 담당자,379-5237,35.0149419176,126.9298270063
전라남도 화순군 남면 사호로 198-10 마을회관,벽송마을회관,남면보건지소 담당자,379-5242,35.0076374076,127.0914113433
대구광역시 남구 두류공원로 38 대명1동주민센터,대명1동주민센터 내,김영월,053-664-3791,35.8417166833,128.5735532242
대구광역시 남구 앞산순환로 478 대덕문화전당,대덕문화전당,김동규,053-664-3131,35.8312942636,128.5769682022
경기도 양주시 평화로1261번길 96-46 산북초등학교,중앙현관,이재영,0318404131,37.806088631,127.0391809365
제주특별자치도 서귀포시 신중로 55,1층 중앙현관,이인옥,064-760-2822,33.2555799486,126.5105260293
경기도 화성시 동탄지성로 405,관리사무소 앞,서강화,01045699425,37.2269866165,127.0443511034
경기도 화성시 동탄지성로 150-12,관리사무소 입구,박해수,010-2413-7661,37.2130269179,127.0618773142
경기도 화성시 동탄문화센터로 38,관리사무소 내,김선자,010-4803-5776,37.1973291885,127.0708483902
서울특별시 송파구 법원로 101 서울동부지방법원,민사신청과(분실),송대수,02-2204-2453,37.4834930115,127.1197536236
강원도 강릉시 가작로 78,교1주공아파트관리사무소 1층,김정상,033-644-4117,37.7662546631,128.8833763735
경기도 과천시 경마공원대로 107 럭키빌남단 1층 고객안전센터,럭키빌남단 1층 고객안전센터,모규표,02-509-1587,37.4414250968,127.0145319813
경기도 화성시 향남읍 행정동로 101,관리사무소,이은희,010-2896-5981,37.1339899185,126.9256048431
서울특별시 광진구 천호대로140길 40 실내배드민턴장,배드민턴장 1층로비,조윤미,010-4750-2004,37.5444262675,127.1001979782
서울특별시 동작구 사당로13길 31,관리동 2층,최종열,533-3964,37.4854280242,126.9717466551
전라북도 군산시 장산로 214,본관 1-2층 사이 계단,유재홍,063-467-3600,35.9766993348,126.6132405098
제주특별자치도 서귀포시 성산읍 고성리 1108,현관로비,장윤성,064-760-6503,33.4466838299,126.9132023564
경기도 화성시 효행로 1075-10,관리동 2층,김남묵,010-2377-5719,37.2164986099,127.0438176907
전라북도 김제시 성덕면 석동1길 23,성덕면사무소, 시관석,063-540-4765,35.8205431993,126.8058462908
충청남도 천안시 동남구 청수8로 71,1층 관리사무소 앞 복도,이주형,010-7907-0080,36.7886002751,127.1581625869
경기도 성남시 분당구 서현로 459 (분당동),사무실 1층 출입문 좌측 1미터,이영순,031-707-2600,37.3734505207,127.1480019908
경기도 과천시 참마을로 9 청소년수련관 수영장탈의실 입구,수영장탈의실입구,조은희,02-2150-3963,37.4264438888,127.0009083503
제주특별자치도 서귀포시 김정문화로 36,회관 내,이규진,064-760-3579,33.2510680714,126.5086625501
충청북도 단양군 단양읍 고수동굴길 8,관리사무소,원종대,010-2442-8114,36.9883260834,128.3814804256
"인천광역시 연수구 능허대로79번길 55 (옥련동,인송중학교)",후관 1층 우측현관,박신자,032-832-8514,37.4265123159,126.6424718097
서울특별시 송파구 올림픽로 99 잠실엘스아파트,관리사무소,장윤갑,416-2883,37.5148234605,127.0841779317
서울특별시 송파구 오금로 455 송파아우름체육센터,라켓볼장(거여동 11-2),이학준,449-3955,37.4955763037,127.140322335
경상북도 경산시 옥산로 217 관리사무소,관리사무소내,신상호,053-818-8841,35.8352748923,128.7188046183
경기도 김포시 통진읍 마송1로 134-25,관리사무소,초희선,031-981-1464,37.6903587977,126.5924180564
전라남도 영암군 영암읍 남문로 19 영암경찰서,영암경찰서 본관1층 현관,한인기,061-470-0221,34.7977350177,126.6988342024
울산광역시 남구 삼산중로 144 근로자종합복지회관,근로자종합복지회관 1층 로비 안내데스트 옆,박향욱,052-227-4103,35.5461630976,129.3362678193
제주특별자치도 서귀포시 월드컵로 31 체육진흥과,월드컵경기장 1층홍보관(W-14),김정훈,064-760-3577,33.24646752,126.5090059106
충청북도 단양군 영춘면 온달평강로 63-6,중앙현관 보건실 앞,서진호,043-423-7006,37.0804095236,128.4831154491
서울특별시 금천구 금하로 764,3층복도,왕수경,010-6697-5562,37.4496304163,126.9146113380
전라북도 김제시 벽지산로 215 교월동행정복지센터,교월동행정복지센터,장경재,063-540-4963,35.7948156685,126.8785353778
전라북도 김제시 부량면 벽골제로 208,부량면사무소,조선삼,063-540-4704,35.7335150946,126.8442112327
전라북도 김제시 용지면 용지로 455,용지면사무소,김광규,063-540-4666,35.8537390932,126.9554920282
강원도 강릉시 죽헌길 7,강릉원주대학교건물내,윤해민,033-640-2039,37.7657410214,128.8699275843
강원도 강릉시 죽헌길 7,강릉원주대학교 예술체육대학 2호관 1층복도,윤해민,033-640-2376,37.7657410214,128.8699275843
강원도 강릉시 죽헌길 7,강릉원주대학교 인문대학 1층 복도,윤해민,033-640-2039,37.7657410214,128.8699275843
"경기도 용인시 기흥구 구성로 184 (언남동, 언동마을아파트)",관리동 1층,정윤길,0312878324,37.2903085812,127.1313783506
서울특별시 강북구 오현로 199,입구 우측 옆면,전준호,010-2881-1435,37.629295976,127.0397132745
"대전광역시 유성구 대덕대로512번길 30, 대전마케팅공사 (도룡동)",엑스포과학공원 고객만족센터,정강원,042-250-1371,36.3787597589,127.3815458168
"전라남도 순천시 낙안면 민속마을길 1690, 낙안보건지소",대기실,신영미,061-749-3773,34.9082207474,127.3461422370
경기도 광주시 오포읍 양벌로 303-5 1층,1층중앙현관,남은주,031-766-4146,37.3724787354,127.2483164838
